,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
591,Ysios,Grano a Grano,2017.0,4.5,37,Rioja,75.0,42.2814642,-2.482804975070473
592,Finca Villacreces,Nebro Ribera del Duero,2015.0,4.5,37,Ribera del Duero,143.38,41.66575665,-3.686329463971761
594,Dehesa del Carrizal,Petit Verdot,2018.0,4.5,36,Dehesa del Carrizal,20.15,39.8296209,-5.1788648
595,Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2015.0,4.5,36,Bierzo,1373.66,42.65265025,-6.62318404217132
597,Altos del Terral,Cuvee Julia Ribera del Duero,2011.0,4.5,35,Ribera del Duero,157.0,41.66575665,-3.686329463971761
599,Morca,Garnacha,2019.0,4.5,33,Campo de Borja,29.95,41.78654145,-1.5058322706803928
600,R. Lopez de Heredia,Vina Tondonia Gran Reserva,2001.0,4.5,33,Rioja,187.91,42.2814642,-2.482804975070473
601,Martinet,Cami Pesseroles,2013.0,4.5,32,Priorato,113.2,44.8741121,10.1628956
602,Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2018.0,4.5,32,Bierzo,120.0,42.65265025,-6.62318404217132
603,Castillo Perelada,Finca Garbet,2015.0,4.5,32,Emporda,89.9,42.1893929,3.077661284375413
604,Vinicola Real,200 Monges Rioja Reserva Seleccion Especial,2006.0,4.5,32,Rioja,59.25,42.2814642,-2.482804975070473
605,El Regajal,Galia Clos Santuy,2016.0,4.5,32,Castilla y Leon,89.0,41.8037172,-4.7471726
606,Valderiz,Tomas Esteban,2011.0,4.5,32,Ribera del Duero,71.3,41.66575665,-3.686329463971761
607,Jose Pariente,Finca Las Comas Verdejo,2018.0,4.5,32,Rueda,34.5,41.4129785,-4.9597533
609,Abadia Retuerta,Petit Verdot,2004.0,4.5,31,Sardon de Duero,160.81,41.6085193,-4.4339323
610,Amos Baneres,Diables,2018.0,4.5,31,Penedes,38.75,33.4742351,-117.627579
611,Scala Dei,St Antoni de Scala Dei Priorat,2017.0,4.5,30,Priorato,75.04,44.8741121,10.1628956
613,Artadi,Valdegines,2019.0,4.5,30,Vino de Espana,40.0,42.1771554,-8.4341104
614,Clos Erasmus,Priorat,2018.0,4.5,30,Priorato,225.0,44.8741121,10.1628956
615,Bodegas Valdelana,Seda de Oro Reserva,2016.0,4.5,29,Rioja,69.0,42.2814642,-2.482804975070473
616,Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016.0,4.5,29,Rioja,55.14,42.2814642,-2.482804975070473
618,Bodegas Amaren,Carraquintana de Amaren,2017.0,4.5,29,Rioja Alavesa,56.5,42.54415095,-2.5454223587321856
619,Anayon,Garnacha Parcela 81 Vinas Viejas,2017.0,4.5,28,Carinena,54.9,41.3382122,-1.2263149
620,Castell d'Encus,Saktih,2016.0,4.5,28,Costers del Segre,132.95,41.502298249999996,0.8273990115524253
621,Gramona,Cava Enoteca Finca de L'Origen Brut Nature,2002.0,4.5,28,Cava,142.0,42.31658175,1.6111496867672197
622,Sierra Salinas,Salinas 1237,2014.0,4.5,28,Alicante,53.25,38.3436365,-0.4881708
623,Dehesa del Carrizal,Cabernet Sauvignon,2019.0,4.5,27,Dehesa del Carrizal,16.9,39.8296209,-5.1788648
624,Vinos Sanz,Finca La Colina Sauvignon Blanc,2021.0,4.5,27,Rueda,13.45,41.4129785,-4.9597533
625,Cerro San Cristobal,Dominio del Verso Red Blend,2018.0,4.5,27,Condado de Huelva,29.5,37.3382055,-6.5384658
626,Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019.0,4.4,27,Rioja,29.9168517,42.2814642,-2.482804975070473
627,Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007.0,4.5,26,Priorato,69.0,44.8741121,10.1628956
628,La Vinya del Vuit,La Vinya del Vuit (8),2015.0,4.5,26,Priorato,73.0,44.8741121,10.1628956
629,Venus la Universal,Venus de la Figuera,2017.0,4.5,26,Montsant,51.5,41.1171253,1.211005
630,Pedralonga,Vendetta,2013.0,4.5,25,Rias Baixas,38.0,42.3533841,-7.8778072
631,Alion,Ribera del Duero,2009.0,4.4,6395,Ribera del Duero,189.0,41.66575665,-3.686329463971761
632,Pintia,Toro,2011.0,4.4,5732,Toro,39.5,41.5216963,-5.3939824
633,Pintia,Toro,2012.0,4.4,5614,Toro,89.9,41.5216963,-5.3939824
634,Pintia,Toro,2013.0,4.4,5204,Toro,76.8,41.5216963,-5.3939824
635,La Rioja Alta,Rioja Gran Reserva 904,2009.0,4.4,5109,Rioja,47.5,42.2814642,-2.482804975070473
636,Matarromera,Ribera del Duero Reserva,2016.0,4.4,4851,Ribera del Duero,31.5,41.66575665,-3.686329463971761
637,La Rioja Alta,Rioja Gran Reserva 904,2011.0,4.4,4625,Rioja,47.95,42.2814642,-2.482804975070473
638,La Rioja Alta,Rioja Gran Reserva 904,2007.0,4.4,4357,Rioja,47.95,42.2814642,-2.482804975070473
639,Emilio Moro,Malleolus,2018.0,4.4,4121,Ribera del Duero,38.61,41.66575665,-3.686329463971761
640,Muga,Seleccion Especial (Reserva),2016.0,4.4,3589,Rioja,27.9,42.2814642,-2.482804975070473
641,Matarromera,Ribera del Duero Reserva,2017.0,4.4,3456,Ribera del Duero,37.25,41.66575665,-3.686329463971761
642,Hacienda Monasterio,Cosecha,2016.0,4.4,3406,Ribera del Duero,37.8,41.66575665,-3.686329463971761
643,La Rioja Alta,Rioja Gran Reserva 904,2010.0,4.4,3327,Rioja,61.55,42.2814642,-2.482804975070473
644,Muga,Prado Enea Gran Reserva,2011.0,4.4,3197,Rioja,43.95,42.2814642,-2.482804975070473
645,Bodegas Mauro,Red,2018.0,4.4,3095,Castilla y Leon,31.95,41.8037172,-4.7471726
646,Abadia Retuerta,Seleccion Especial,2017.0,4.4,3093,Sardon de Duero,25.5,41.6085193,-4.4339323
647,Bodegas El Nido,Clio,2014.0,4.4,3089,Jumilla,35.65,38.4735408,-1.3285417
648,Dominio de Pingus,Flor de Pingus,2012.0,4.4,2546,Ribera del Duero,125.0,41.66575665,-3.686329463971761
649,Dominio de Pingus,Flor de Pingus,2013.0,4.4,2418,Ribera del Duero,125.0,41.66575665,-3.686329463971761
650,La Rioja Alta,Vina Ardanza Reserva,2015.0,4.4,2370,Rioja,23.0,42.2814642,-2.482804975070473
651,Bodegas Roda,Roda I Reserva Rioja,2009.0,4.4,2228,Rioja,43.5,42.2814642,-2.482804975070473
652,Bodegas Roda,Roda I Reserva Rioja,2010.0,4.4,2133,Rioja,24.7,42.2814642,-2.482804975070473
653,Tomas Postigo,3er Ano Ribera del Duero Tinto,2017.0,4.4,2080,Ribera del Duero,27.4,41.66575665,-3.686329463971761
654,Alion,Ribera del Duero,2007.0,4.4,2053,Ribera del Duero,96.0,41.66575665,-3.686329463971761
655,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2016.0,4.4,1993,Rioja,37.52,42.2814642,-2.482804975070473
656,Bodegas Roda,Roda I Reserva Rioja,2011.0,4.4,1949,Rioja,43.95,42.2814642,-2.482804975070473
657,Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2017.0,4.4,1948,Almansa,19.6,38.8682065,-1.0978627
658,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2004.0,4.4,1943,Rioja,160.0,42.2814642,-2.482804975070473
659,Bodegas Roda,Roda I Reserva Rioja,2012.0,4.4,1853,Rioja,43.5,42.2814642,-2.482804975070473
660,Tomas Postigo,3er Ano Ribera del Duero Tinto,2018.0,4.4,1842,Ribera del Duero,27.75,41.66575665,-3.686329463971761
661,Hacienda Monasterio,Cosecha,2018.0,4.4,1777,Ribera del Duero,32.5,41.66575665,-3.686329463971761
662,Bodegas Mauro,Red,2019.0,4.4,1701,Castilla y Leon,29.45,41.8037172,-4.7471726
663,Aalto,Tinto,2017.0,4.4,1561,Ribera del Duero,51.526827174062,41.66575665,-3.686329463971761
664,Benjamin de Rothschild - Vega Sicilia,Macan,2010.0,4.4,1519,Rioja,216.0,42.2814642,-2.482804975070473
665,Alion,Ribera del Duero,2006.0,4.4,1514,Ribera del Duero,119.7,41.66575665,-3.686329463971761
666,Muga,Torre Muga,2006.0,4.4,1475,Rioja,66.73,42.2814642,-2.482804975070473
667,Bodegas Roda,Roda I Reserva Rioja,2015.0,4.4,1463,Rioja,39.95,42.2814642,-2.482804975070473
668,Matsu,El Viejo,2018.0,4.4,1438,Toro,32.01,41.5216963,-5.3939824
669,Bodegas Valduero,Ribera del Duero Una Cepa I,2016.0,4.4,1372,Ribera del Duero,28.9,41.66575665,-3.686329463971761
670,Bodegas San Roman,Tinto,2017.0,4.4,1339,Toro,36.0,41.5216963,-5.3939824
671,Marques de Vargas,Hacienda Pradolagar,2015.0,4.4,1326,Rioja,105.12,42.2814642,-2.482804975070473
672,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008.0,4.4,1269,Cava,52.5,42.31658175,1.6111496867672197
673,Hacienda Monasterio,Cosecha,2017.0,4.4,1266,Ribera del Duero,33.31,41.66575665,-3.686329463971761
674,Remirez de Ganuza,Rioja Reserva,2010.0,4.4,1255,Rioja,73.65,42.2814642,-2.482804975070473
675,Alto Moncayo,Garnacha,2016.0,4.4,1226,Campo de Borja,33.95,41.78654145,-1.5058322706803928
676,Remirez de Ganuza,Rioja Reserva,2009.0,4.4,1172,Rioja,74.0,42.2814642,-2.482804975070473
677,Alion,Ribera del Duero,2005.0,4.4,1166,Ribera del Duero,169.0,41.66575665,-3.686329463971761
678,Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018.0,4.4,1158,Almansa,24.8,38.8682065,-1.0978627
679,Alion,Ribera del Duero,2004.0,4.4,1121,Ribera del Duero,140.840866321332,41.66575665,-3.686329463971761
680,Clos Mogador,Priorat,2014.0,4.4,1104,Priorato,175.5,44.8741121,10.1628956
681,Vinicola Real,200 Monges Rioja Reserva,2011.0,4.4,1098,Rioja,37.57,42.2814642,-2.482804975070473
682,Arzuaga,Reserva Ribera del Duero,2016.0,4.4,1087,Ribera del Duero,26.24,41.66575665,-3.686329463971761
683,Emilio Moro,Malleolus,2019.0,4.4,1069,Ribera del Duero,28.5,41.66575665,-3.686329463971761
684,Bodegas Mauro,VS,2014.0,4.4,1064,Castilla y Leon,178.0,41.8037172,-4.7471726
685,Hacienda Monasterio,Reserva,2011.0,4.4,1048,Ribera del Duero,78.65,41.66575665,-3.686329463971761
686,Dominio de Pingus,Flor de Pingus,2008.0,4.4,1047,Ribera del Duero,125.0,41.66575665,-3.686329463971761
687,Bodegas Roda,Roda I Reserva Rioja,2016.0,4.4,1039,Rioja,35.9,42.2814642,-2.482804975070473
688,Pago de Los Capellanes,Reserva Tinto,2017.0,4.4,1040,Ribera del Duero,35.7,41.66575665,-3.686329463971761
689,Aalto,Tinto,2019.0,4.4,1018,Ribera del Duero,33.0,41.66575665,-3.686329463971761
690,Bodegas Mauro,VS,2015.0,4.4,995,Castilla y Leon,60.95,41.8037172,-4.7471726
691,Juan Gil,Jumilla Blue Label,2019.0,4.4,966,Jumilla,21.95,38.4735408,-1.3285417
693,Hacienda Monasterio,Reserva,2014.0,4.4,927,Ribera del Duero,109.9,41.66575665,-3.686329463971761
694,Senorio de San Vicente,San Vicente Rioja,2011.0,4.4,925,Rioja,33.5,42.2814642,-2.482804975070473
695,Alto Moncayo,Garnacha,2018.0,4.4,915,Campo de Borja,38.95,41.78654145,-1.5058322706803928
696,Volver,Triga,2016.0,4.4,852,Alicante,34.9,38.3436365,-0.4881708
697,Marques de Caceres,Gaudium,2014.0,4.4,827,Rioja,37.8,42.2814642,-2.482804975070473
699,Teso La Monja,Victorino,2016.0,4.4,812,Toro,38.7,41.5216963,-5.3939824
700,Clos Mogador,Priorat,2011.0,4.4,809,Priorato,90.0,44.8741121,10.1628956
701,Clos Mogador,Priorat,2010.0,4.4,799,Priorato,69.79,44.8741121,10.1628956
702,Lan,Culmen Reserva Rioja,2011.0,4.4,798,Rioja,59.9,42.2814642,-2.482804975070473
703,Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019.0,4.4,787,Almansa,27.39,38.8682065,-1.0978627
704,Bodegas Roda,Roda I Reserva Rioja,2005.0,4.4,783,Rioja,93.0,42.2814642,-2.482804975070473
705,Dominio del Aguila,Reserva,2016.0,4.4,778,Ribera del Duero,73.57,41.66575665,-3.686329463971761
706,Marques de Vargas,Reserva Privada Rioja,2015.0,4.4,746,Rioja,49.67,42.2814642,-2.482804975070473
707,Abadia Retuerta,Pago Negralada,2014.0,4.4,726,Sardon de Duero,91.57,41.6085193,-4.4339323
708,Clos Mogador,Priorat,2012.0,4.4,695,Priorato,90.0,44.8741121,10.1628956
709,Marques de Riscal,Baron de Chirel Rioja Reserva,2015.0,4.4,683,Rioja,69.95,42.2814642,-2.482804975070473
710,Alion,Ribera del Duero,2001.0,4.4,681,Ribera del Duero,190.0,41.66575665,-3.686329463971761
711,Marques de Riscal,Baron de Chirel Rioja Reserva,2005.0,4.4,667,Rioja,140.0,42.2814642,-2.482804975070473
712,Tridente,Rejon Tempranillo,2015.0,4.4,664,Castilla y Leon,35.75,41.8037172,-4.7471726
713,Alvaro Palacios,Finca Dofi,2016.0,4.4,639,Priorato,52.5,44.8741121,10.1628956
714,Clos Mogador,Priorat,2007.0,4.4,624,Priorato,95.0,44.8741121,10.1628956
715,Ausas,Interpretacion,2016.0,4.4,618,Ribera del Duero,45.15,41.66575665,-3.686329463971761
716,Muga,Torre Muga,2015.0,4.4,617,Rioja,58.2142247461506,42.2814642,-2.482804975070473
717,Senorio de San Vicente,San Vicente Rioja,2016.0,4.4,609,Rioja,42.7,42.2814642,-2.482804975070473
718,Tresmano - Tr3smano,Vendimia,2017.0,4.4,581,Ribera del Duero,28.7315367295517,41.66575665,-3.686329463971761
719,Ferrer Bobet,Priorat Vinyes Velles,2017.0,4.4,575,Priorato,32.65,44.8741121,10.1628956
720,Marques de Caceres,Gaudium,2015.0,4.4,561,Rioja,43.86,42.2814642,-2.482804975070473
721,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017.0,4.4,560,Rioja,36.9,42.2814642,-2.482804975070473
722,Remirez de Ganuza,Rioja Reserva,2013.0,4.4,550,Rioja,54.83,42.2814642,-2.482804975070473
723,Marques de Murrieta,Dalmau Rioja,2016.0,4.4,550,Rioja,55.33,42.2814642,-2.482804975070473
724,Bodegas Amaren,Tempranillo Reserva,2010.0,4.4,542,Rioja,26.9,42.2814642,-2.482804975070473
726,Tinto Pesquera,Millenium Reserva,2008.0,4.4,527,Ribera del Duero,74.0,41.66575665,-3.686329463971761
727,Hacienda Monasterio,Cosecha,2019.0,4.4,523,Ribera del Duero,34.35,41.66575665,-3.686329463971761
728,Arzuaga,Gran Reserva Ribera del Duero,2009.0,4.4,516,Ribera del Duero,76.3,41.66575665,-3.686329463971761
729,Ausas,Interpretacion,2017.0,4.4,514,Ribera del Duero,45.3,41.66575665,-3.686329463971761
731,Bodegas Mauro,VS,2016.0,4.4,506,Castilla y Leon,56.5,41.8037172,-4.7471726
732,Vina Sastre,Pago de Santa Cruz,2014.0,4.4,499,Ribera del Duero,54.9,41.66575665,-3.686329463971761
733,Ordonez,Vatan Tinta de Toro,2017.0,4.4,498,Toro,55.31,41.5216963,-5.3939824
734,Cillar de Silos,Dominio del Pidio,2016.0,4.4,495,Ribera del Duero,53.91,41.66575665,-3.686329463971761
735,Marques de Riscal,Rioja Gran Reserva,2015.0,4.4,485,Rioja,35.1,42.2814642,-2.482804975070473
736,Teso La Monja,Victorino,2017.0,4.4,481,Toro,38.5,41.5216963,-5.3939824
737,Imperial,Rioja Gran Reserva,2015.0,4.4,471,Rioja,49.97,42.2814642,-2.482804975070473
738,Carmelo Rodero,Reserva,2016.0,4.4,450,Ribera del Duero,32.9,41.66575665,-3.686329463971761
739,Ramos-Paul,Tinto,2006.0,4.4,443,Malaga,34.0,36.7213028,-4.4216366
740,Artadi,Pagos Viejos,2006.0,4.4,442,Vino de Espana,90.5,42.1771554,-8.4341104
741,Anima Negra,An,2018.0,4.4,436,Mallorca,38.3,39.613432,2.880353635614984
742,Matarromera,Ribera del Duero Prestigio,2014.0,4.4,421,Ribera del Duero,41.32,41.66575665,-3.686329463971761
743,Bodega Numanthia,Numanthia,2004.0,4.4,414,Toro,98.0,41.5216963,-5.3939824
744,Rafael Palacios,As Sortes Val do Bibei Godello,2018.0,4.4,412,Valdeorras,55.71,42.34834155,-6.9659982204038755
745,Bodega de Bardos,Suprema 30 Meses,2016.0,4.4,406,Ribera del Duero,35.2,41.66575665,-3.686329463971761
746,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015.0,4.4,389,Rioja,73.6,42.2814642,-2.482804975070473
747,Ausas,Interpretacion,2018.0,4.4,389,Ribera del Duero,41.0,41.66575665,-3.686329463971761
748,Morca,Garnacha,2016.0,4.4,376,Campo de Borja,31.5,41.78654145,-1.5058322706803928
749,Carmelo Rodero,Ribera del Duero TSM,2015.0,4.4,367,Ribera del Duero,56.75,41.66575665,-3.686329463971761
750,Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019.0,4.4,363,Toro,20.9,41.5216963,-5.3939824
751,Lan,A Mano Rioja,2017.0,4.4,360,Rioja,30.73,42.2814642,-2.482804975070473
752,Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014.0,4.4,351,Ribera del Duero,49.9,41.66575665,-3.686329463971761
753,Vinicola Real,200 Monges Rioja Gran Reserva,2001.0,4.4,349,Rioja,52.0,42.2814642,-2.482804975070473
754,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011.0,4.4,343,Rioja,90.0,42.2814642,-2.482804975070473
755,Antidoto,La Hormiga de Antidoto,2019.0,4.4,336,Ribera del Duero,26.63,41.66575665,-3.686329463971761
756,Abadia Retuerta,Le Domaine Blanco de Guarda,2019.0,4.4,334,Sardon de Duero,32.58,41.6085193,-4.4339323
757,Rafael Palacios,As Sortes Val do Bibei Godello,2019.0,4.4,333,Valdeorras,46.5,42.34834155,-6.9659982204038755
758,Bosque de Matasnos,Edicion Limitada,2015.0,4.4,328,Ribera del Duero,32.5811870756681,41.66575665,-3.686329463971761
759,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017.0,4.4,319,Valencia,29.95,39.4697065,-0.3763353
760,Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010.0,4.4,316,Rioja,34.9,42.2814642,-2.482804975070473
761,Remelluri,Granja Gran Reserva Rioja,2011.0,4.4,313,Rioja,43.9,42.2814642,-2.482804975070473
762,Perinet,Priorat,2016.0,4.4,309,Priorato,65.0,44.8741121,10.1628956
764,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010.0,4.4,305,Ribera del Duero,210.5,41.66575665,-3.686329463971761
765,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011.0,4.4,298,Cava,55.95,42.31658175,1.6111496867672197
766,Costers del Siurana,Miserere,2005.0,4.4,296,Priorato,92.8716274104906,44.8741121,10.1628956
767,Martinet,Clos Martinet,2015.0,4.4,296,Priorato,65.4,44.8741121,10.1628956
768,Valquejigoso,V2 Tinto,2008.0,4.4,293,Madrid,45.890156,40.4167047,-3.7035825
769,Familia Torres,Grans Muralles,2014.0,4.4,292,Conca de Barbera,304.0,41.44389565,1.1885113323042593
770,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015.0,4.4,269,Rioja,47.5,42.2814642,-2.482804975070473
771,Lan,A Mano Rioja,2018.0,4.4,269,Rioja,29.9,42.2814642,-2.482804975070473
772,Contino,Rioja Gran Reserva,2016.0,4.4,267,Rioja,40.45,42.2814642,-2.482804975070473
773,Vinedos de Paganos,El Puntido Gran Reserva,2007.0,4.4,267,Rioja,49.65,42.2814642,-2.482804975070473
774,Artadi,Pagos Viejos,2004.0,4.4,262,Vino de Espana,57.11,42.1771554,-8.4341104
776,Remirez de Ganuza,Trasnocho,2010.0,4.4,258,Rioja,133.75,42.2814642,-2.482804975070473
777,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016.0,4.4,252,Rioja,67.9,42.2814642,-2.482804975070473
778,Martinet,Clos Martinet,2011.0,4.4,249,Priorato,75.92,44.8741121,10.1628956
779,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010.0,4.4,245,Cava,47.52,42.31658175,1.6111496867672197
780,Volver,Triga,2017.0,4.4,243,Alicante,29.9,38.3436365,-0.4881708
781,Volver,Cuvee Old Vines Unfiltered,2017.0,4.4,241,Jumilla,19.99,38.4735408,-1.3285417
782,La Vicalanda,Gran Reserva,2010.0,4.4,239,Rioja,59.25,42.2814642,-2.482804975070473
785,Bodegas Mas Alta,Cirerets,2018.0,4.4,233,Priorato,40.3,44.8741121,10.1628956
786,Cillar de Silos,Dominio del Pidio,2018.0,4.4,225,Ribera del Duero,42.75,41.66575665,-3.686329463971761
787,Contino,Vina del Olivo,2016.0,4.4,224,Rioja,149.5,42.2814642,-2.482804975070473
788,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012.0,4.4,222,Rioja,76.5,42.2814642,-2.482804975070473
789,Martinet,Clos Martinet,2008.0,4.4,220,Priorato,113.2,44.8741121,10.1628956
790,Ossian,Vinas Viejas Verdejo,2019.0,4.4,219,Castilla y Leon,26.9,41.8037172,-4.7471726
792,Carmelo Rodero,Reserva,2017.0,4.4,217,Ribera del Duero,29.95,41.66575665,-3.686329463971761
793,Los Aguilares,Tadeo Tinto,2014.0,4.4,215,Sierras de Malaga,33.0,36.9218381,-4.0957668
794,Dominio de Cair,Tierras de Cair Reserva,2014.0,4.4,208,Ribera del Duero,37.0,41.66575665,-3.686329463971761
795,Bodega Rento,Tinto,2014.0,4.4,207,Ribera del Duero,37.13,41.66575665,-3.686329463971761
796,R. Lopez de Heredia,Gran Reserva Rosado,2011.0,4.4,206,Rioja Alta,49.95,42.4157318,-2.87947386168831
797,Chivite,Navarra Coleccion 125 Blanco,2017.0,4.4,204,Navarra,50.9,42.61254875,-1.830787673361753
798,Gramona,Cava Celler Batlle,2006.0,4.4,201,Cava,51.95,42.31658175,1.6111496867672197
799,Remelluri,Rioja Blanco,2017.0,4.4,201,Rioja,49.2,42.2814642,-2.482804975070473
800,Castano,Casa Cisca Monastrell,2015.0,4.4,200,Yecla,35.2,38.613652,-1.1157373
801,Dominio do Bibei,Lapola,2019.0,4.4,196,Ribeira Sacra,20.74,43.3251858,-8.4398923
802,Allende,Calvario Rioja,2008.0,4.4,195,Rioja,87.3,42.2814642,-2.482804975070473
803,Remelluri,Granja Gran Reserva Rioja,2012.0,4.4,194,Rioja,45.95,42.2814642,-2.482804975070473
804,Abadia Retuerta,Pago Negralada,2013.0,4.4,189,Sardon de Duero,64.99,41.6085193,-4.4339323
805,Mas Doix,Doix,2007.0,4.4,187,Priorato,350.03,44.8741121,10.1628956
806,Ferrer Bobet,Seleccio Especial Vinyes Velles,2013.0,4.4,185,Priorato,69.9,44.8741121,10.1628956
807,Vall Llach,Idus,2017.0,4.4,180,Priorato,36.95,44.8741121,10.1628956
808,Martinet,Clos Martinet,2007.0,4.4,177,Priorato,154.37,44.8741121,10.1628956
809,Marco Abella,Clos Abella Seleccion Especial,2014.0,4.4,173,Priorato,43.85,44.8741121,10.1628956
810,Casa Castillo,Pie Franco,2017.0,4.4,172,Jumilla,77.98,38.4735408,-1.3285417
811,Sierra Cantabria,Amancio,2013.0,4.4,172,Rioja,91.43,42.2814642,-2.482804975070473
812,Emilio Moro,Malleolus de Sanchomartin,2007.0,4.4,172,Ribera del Duero,195.0,41.66575665,-3.686329463971761
813,Espectacle del Montsant,Tinto,2016.0,4.4,169,Montsant,125.84,41.1171253,1.211005
814,Lan,Culmen Reserva Rioja,2001.0,4.4,168,Rioja,69.0,42.2814642,-2.482804975070473
815,Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020.0,4.4,168,Rueda,17.49,41.4129785,-4.9597533
816,Recaredo,Serral del Vell Brut Nature,2014.0,4.4,166,Cava,44.41,42.31658175,1.6111496867672197
817,Espectacle del Montsant,Tinto,2014.0,4.4,165,Montsant,149.0,41.1171253,1.211005
818,Abadia Retuerta,Pago Negralada,2009.0,4.4,165,Sardon de Duero,73.6,41.6085193,-4.4339323
819,Remirez de Ganuza,Trasnocho,2014.0,4.4,164,Rioja,82.75,42.2814642,-2.482804975070473
820,Mas Doix,Doix,2013.0,4.4,164,Priorato,78.38,44.8741121,10.1628956
821,Protos,Seleccion Finca el Grajo Viejo,2016.0,4.4,162,Ribera del Duero,59.95,41.66575665,-3.686329463971761
822,Sierra Cantabria,Finca el Bosque,2014.0,4.4,162,Rioja,80.95,42.2814642,-2.482804975070473
823,Artadi,La Poza de Ballesteros,2015.0,4.4,161,Vino de Espana,95.9,42.1771554,-8.4341104
824,Tinto Pesquera,Millenium Reserva,2015.0,4.4,160,Ribera del Duero,75.0,41.66575665,-3.686329463971761
827,Contino,Vina del Olivo,2015.0,4.4,159,Rioja,64.0,42.2814642,-2.482804975070473
828,Sierra Cantabria,Finca el Bosque,2012.0,4.4,158,Rioja,78.9,42.2814642,-2.482804975070473
829,Orben,Malpuesto,2018.0,4.4,158,Rioja,35.5,42.2814642,-2.482804975070473
830,Artadi,Valdegines,2018.0,4.4,155,Vino de Espana,42.35,42.1771554,-8.4341104
831,Jaro,Chafandin,2018.0,4.4,155,Ribera del Duero,28.95,41.66575665,-3.686329463971761
832,Artadi,Vina El Pison,2007.0,4.4,154,Vino de Espana,495.0,42.1771554,-8.4341104
833,Abadia Retuerta,Pago Negralada,2016.0,4.4,152,Sardon de Duero,63.95,41.6085193,-4.4339323
834,Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012.0,4.4,151,Rioja,99.0,42.2814642,-2.482804975070473
835,Vina Sastre,Pesus Ribera del Duero,2012.0,4.4,150,Ribera del Duero,379.0,41.66575665,-3.686329463971761
836,Dominio del Aguila,Reserva,2017.0,4.4,149,Ribera del Duero,56.95,41.66575665,-3.686329463971761
837,Vina Sastre,Regina Vides Ribera del Duero,2012.0,4.4,148,Ribera del Duero,65.34,41.66575665,-3.686329463971761
839,Bodegas El Paraguas,Atlantico,2019.0,4.4,146,Ribeiro,18.99,42.31990645,-8.152266856014716
840,Mustiguillo,Quincha Corral,2016.0,4.4,145,El Terrerazo,79.95,39.6222682,-1.2467301
841,Martinet,Els Escurcons,2014.0,4.4,143,Priorato,78.49,44.8741121,10.1628956
842,Remirez de Ganuza,Rioja Reserva,2014.0,4.4,142,Rioja,49.9,42.2814642,-2.482804975070473
843,Vall Llach,Idus,2018.0,4.4,141,Priorato,35.5,44.8741121,10.1628956
844,Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014.0,4.4,141,Rioja,34.9,42.2814642,-2.482804975070473
845,Astrales,Christina Ribera del Duero,2016.0,4.4,142,Ribera del Duero,50.76,41.66575665,-3.686329463971761
846,Merum Priorati,Desti,2018.0,4.4,136,Priorato,29.95,44.8741121,10.1628956
847,Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001.0,4.4,135,Rioja,36.75,42.2814642,-2.482804975070473
848,Bodegas Mauro,Godello Blanco,2019.0,4.4,134,Bierzo,37.6,42.65265025,-6.62318404217132
849,Alto Moncayo,Aquilon Garnacha,2014.0,4.4,134,Campo de Borja,100.0,41.78654145,-1.5058322706803928
852,Remelluri,Rioja Blanco,2018.0,4.4,130,Rioja,52.0,42.2814642,-2.482804975070473
853,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012.0,4.4,130,Rias Baixas,34.25,42.3533841,-7.8778072
854,Fefinanes,Albarino de Fefinanes III Ano,2017.0,4.4,128,Rias Baixas,35.4,42.3533841,-7.8778072
